t,usb0,mac,carrier,host_txp,host_rxp,ping15,ping82,http22,status8080
14:54:24,1,36:f7:e9:0c:86:ad,1,2288,145,N,N,N,N
14:54:28,1,36:f7:e9:0c:86:ad,1,2293,145,N,N,N,N
14:54:32,1,36:f7:e9:0c:86:ad,1,2300,145,N,N,N,N
14:54:36,1,36:f7:e9:0c:86:ad,1,2305,145,N,N,N,N
14:54:40,1,36:f7:e9:0c:86:ad,1,2312,145,N,N,N,N
14:54:44,1,36:f7:e9:0c:86:ad,1,2317,145,N,N,N,N
14:54:48,1,36:f7:e9:0c:86:ad,1,2324,145,N,N,N,N
14:54:52,1,36:f7:e9:0c:86:ad,1,2329,145,N,N,N,N
14:54:56,1,36:f7:e9:0c:86:ad,1,2336,145,N,N,N,N
14:55:00,1,36:f7:e9:0c:86:ad,1,2341,145,N,N,N,N
14:55:04,1,36:f7:e9:0c:86:ad,1,2348,145,N,N,N,N
14:55:08,1,36:f7:e9:0c:86:ad,1,2356,145,N,N,N,N
14:55:12,1,36:f7:e9:0c:86:ad,1,2359,145,N,N,N,N
14:55:16,1,36:f7:e9:0c:86:ad,1,2365,145,N,N,N,N
14:55:20,1,36:f7:e9:0c:86:ad,1,2371,145,N,N,N,N
14:55:24,1,36:f7:e9:0c:86:ad,1,2377,145,N,N,N,N
14:55:28,1,36:f7:e9:0c:86:ad,1,2383,145,N,N,N,N
14:55:33,1,36:f7:e9:0c:86:ad,1,2390,145,N,N,N,N
14:55:37,1,36:f7:e9:0c:86:ad,1,2395,145,N,N,N,N
14:55:41,1,36:f7:e9:0c:86:ad,1,2402,145,N,N,N,N
14:55:45,1,36:f7:e9:0c:86:ad,1,2407,145,N,N,N,N
14:55:49,1,36:f7:e9:0c:86:ad,1,2414,145,N,N,N,N
14:55:53,1,36:f7:e9:0c:86:ad,1,2419,145,N,N,N,N
14:55:57,1,36:f7:e9:0c:86:ad,1,2426,145,N,N,N,N
14:56:01,1,36:f7:e9:0c:86:ad,1,2431,145,N,N,N,N
14:56:05,1,36:f7:e9:0c:86:ad,1,2438,145,N,N,N,N
14:56:09,1,36:f7:e9:0c:86:ad,1,2443,145,N,N,N,N
14:56:13,1,36:f7:e9:0c:86:ad,1,2450,145,N,N,N,N
14:56:17,1,36:f7:e9:0c:86:ad,1,2455,145,N,N,N,N
14:56:21,1,36:f7:e9:0c:86:ad,1,2462,145,N,N,N,N
14:56:25,1,36:f7:e9:0c:86:ad,1,2467,145,N,N,N,N
14:56:29,1,36:f7:e9:0c:86:ad,1,2474,145,N,N,N,N
14:56:33,1,36:f7:e9:0c:86:ad,1,2479,145,N,N,N,N
14:56:37,1,36:f7:e9:0c:86:ad,1,2486,145,N,N,N,N
14:56:41,1,36:f7:e9:0c:86:ad,1,2491,145,N,N,N,N
14:56:45,1,36:f7:e9:0c:86:ad,1,2498,145,N,N,N,N
14:56:49,1,36:f7:e9:0c:86:ad,1,2503,145,N,N,N,N
14:56:53,1,36:f7:e9:0c:86:ad,1,2510,145,N,N,N,N
14:56:57,1,36:f7:e9:0c:86:ad,1,2515,145,N,N,N,N
14:57:01,1,36:f7:e9:0c:86:ad,1,2522,145,N,N,N,N
14:57:06,1,36:f7:e9:0c:86:ad,1,2527,145,N,N,N,N
14:57:10,1,36:f7:e9:0c:86:ad,1,2534,145,N,N,N,N
14:57:14,1,36:f7:e9:0c:86:ad,1,2539,145,N,N,N,N
14:57:18,1,36:f7:e9:0c:86:ad,1,2546,145,N,N,N,N
14:57:22,1,36:f7:e9:0c:86:ad,1,2551,145,N,N,N,N
14:57:26,1,36:f7:e9:0c:86:ad,1,2558,145,N,N,N,N
14:57:30,1,36:f7:e9:0c:86:ad,1,2563,145,N,N,N,N
14:57:34,1,36:f7:e9:0c:86:ad,1,2570,145,N,N,N,N
14:57:38,1,36:f7:e9:0c:86:ad,1,2575,145,N,N,N,N
14:57:42,1,36:f7:e9:0c:86:ad,1,2582,145,N,N,N,N
14:57:46,1,36:f7:e9:0c:86:ad,1,2587,145,N,N,N,N
14:57:50,1,36:f7:e9:0c:86:ad,1,2594,145,N,N,N,N
14:57:54,1,36:f7:e9:0c:86:ad,1,2599,145,N,N,N,N
14:57:58,1,36:f7:e9:0c:86:ad,1,2606,145,N,N,N,N
14:58:02,1,36:f7:e9:0c:86:ad,1,2611,145,N,N,N,N
14:58:06,1,36:f7:e9:0c:86:ad,1,2618,145,N,N,N,N
14:58:10,1,36:f7:e9:0c:86:ad,1,2623,145,N,N,N,N
14:58:14,1,36:f7:e9:0c:86:ad,1,2630,145,N,N,N,N
14:58:18,1,36:f7:e9:0c:86:ad,1,2635,145,N,N,N,N
14:58:22,1,36:f7:e9:0c:86:ad,1,2642,145,N,N,N,N
14:58:26,1,36:f7:e9:0c:86:ad,1,2647,145,N,N,N,N
14:58:30,1,36:f7:e9:0c:86:ad,1,2654,145,N,N,N,N
14:58:34,1,36:f7:e9:0c:86:ad,1,2659,145,N,N,N,N
14:58:38,1,36:f7:e9:0c:86:ad,1,2666,145,N,N,N,N
14:58:42,1,36:f7:e9:0c:86:ad,1,2671,145,N,N,N,N
14:58:47,1,36:f7:e9:0c:86:ad,1,2678,145,N,N,N,N
14:58:51,1,36:f7:e9:0c:86:ad,1,2683,145,N,N,N,N
14:58:55,1,36:f7:e9:0c:86:ad,1,2690,145,N,N,N,N
14:58:59,1,36:f7:e9:0c:86:ad,1,2695,145,N,N,N,N
14:59:03,1,36:f7:e9:0c:86:ad,1,2702,145,N,N,N,N
14:59:07,1,36:f7:e9:0c:86:ad,1,2707,145,N,N,N,N
14:59:11,1,36:f7:e9:0c:86:ad,1,2714,145,N,N,N,N
14:59:15,1,36:f7:e9:0c:86:ad,1,2719,145,N,N,N,N
14:59:19,1,36:f7:e9:0c:86:ad,1,2726,145,N,N,N,N
14:59:23,1,36:f7:e9:0c:86:ad,1,2731,145,N,N,N,N
14:59:27,1,36:f7:e9:0c:86:ad,1,2738,145,N,N,N,N
14:59:31,1,36:f7:e9:0c:86:ad,1,2743,145,N,N,N,N
14:59:35,1,36:f7:e9:0c:86:ad,1,2750,145,N,N,N,N
14:59:39,1,36:f7:e9:0c:86:ad,1,2755,145,N,N,N,N
14:59:43,1,36:f7:e9:0c:86:ad,1,2762,145,N,N,N,N
14:59:47,1,36:f7:e9:0c:86:ad,1,2767,145,N,N,N,N
14:59:51,1,36:f7:e9:0c:86:ad,1,2774,145,N,N,N,N
14:59:55,1,36:f7:e9:0c:86:ad,1,2779,145,N,N,N,N
14:59:59,1,36:f7:e9:0c:86:ad,1,2786,145,N,N,N,N
15:00:03,1,36:f7:e9:0c:86:ad,1,2791,145,N,N,N,N
15:00:07,1,36:f7:e9:0c:86:ad,1,2798,145,N,N,N,N
15:00:11,1,36:f7:e9:0c:86:ad,1,2803,145,N,N,N,N
15:00:15,1,36:f7:e9:0c:86:ad,1,2810,145,N,N,N,N
15:00:20,1,36:f7:e9:0c:86:ad,1,2815,145,N,N,N,N
15:00:24,1,36:f7:e9:0c:86:ad,1,2821,145,N,N,N,N
15:00:28,1,36:f7:e9:0c:86:ad,1,2827,145,N,N,N,N
15:00:32,1,36:f7:e9:0c:86:ad,1,2833,145,N,N,N,N
15:00:36,1,36:f7:e9:0c:86:ad,1,2840,145,N,N,N,N
15:00:40,1,36:f7:e9:0c:86:ad,1,2845,145,N,N,N,N
15:00:44,1,36:f7:e9:0c:86:ad,1,2852,145,N,N,N,N
15:00:48,1,36:f7:e9:0c:86:ad,1,2857,145,N,N,N,N
15:00:52,1,36:f7:e9:0c:86:ad,1,2864,145,N,N,N,N
15:00:56,1,36:f7:e9:0c:86:ad,1,2869,145,N,N,N,N
15:01:00,1,36:f7:e9:0c:86:ad,1,2876,145,N,N,N,N
15:01:04,1,36:f7:e9:0c:86:ad,1,2881,145,N,N,N,N
15:01:08,1,36:f7:e9:0c:86:ad,1,2888,145,N,N,N,N
15:01:12,1,36:f7:e9:0c:86:ad,1,2893,145,N,N,N,N
15:01:16,1,36:f7:e9:0c:86:ad,1,2900,145,N,N,N,N
15:01:20,1,36:f7:e9:0c:86:ad,1,2905,145,N,N,N,N
15:01:24,1,36:f7:e9:0c:86:ad,1,2912,145,N,N,N,N
15:01:28,1,36:f7:e9:0c:86:ad,1,2917,145,N,N,N,N
15:01:32,1,36:f7:e9:0c:86:ad,1,2924,145,N,N,N,N
15:01:36,1,36:f7:e9:0c:86:ad,1,2929,145,N,N,N,N
15:01:40,1,36:f7:e9:0c:86:ad,1,2936,145,N,N,N,N
15:01:44,1,36:f7:e9:0c:86:ad,1,2941,145,N,N,N,N
15:01:48,1,36:f7:e9:0c:86:ad,1,2948,145,N,N,N,N
15:01:53,1,36:f7:e9:0c:86:ad,1,2953,145,N,N,N,N
15:01:57,1,36:f7:e9:0c:86:ad,1,2960,145,N,N,N,N
15:02:01,1,36:f7:e9:0c:86:ad,1,2965,145,N,N,N,N
15:02:05,1,36:f7:e9:0c:86:ad,1,2972,145,N,N,N,N
15:02:09,1,36:f7:e9:0c:86:ad,1,2977,145,N,N,N,N
15:02:13,1,36:f7:e9:0c:86:ad,1,2984,145,N,N,N,N
15:02:17,1,36:f7:e9:0c:86:ad,1,2989,145,N,N,N,N
15:02:21,1,36:f7:e9:0c:86:ad,1,2996,145,N,N,N,N
15:02:25,1,36:f7:e9:0c:86:ad,1,3001,145,N,N,N,N
15:02:29,1,36:f7:e9:0c:86:ad,1,3008,145,N,N,N,N
15:02:33,1,36:f7:e9:0c:86:ad,1,3013,145,N,N,N,N
15:02:37,1,36:f7:e9:0c:86:ad,1,3020,145,N,N,N,N
15:02:41,1,36:f7:e9:0c:86:ad,1,3026,145,N,N,N,N
15:02:45,1,36:f7:e9:0c:86:ad,1,3033,145,N,N,N,N
15:02:49,1,36:f7:e9:0c:86:ad,1,3038,145,N,N,N,N
15:02:53,1,36:f7:e9:0c:86:ad,1,3045,145,N,N,N,N
15:02:57,1,36:f7:e9:0c:86:ad,1,3050,145,N,N,N,N
15:03:01,1,36:f7:e9:0c:86:ad,1,3057,145,N,N,N,N
15:03:05,1,36:f7:e9:0c:86:ad,1,3062,145,N,N,N,N
15:03:09,1,36:f7:e9:0c:86:ad,1,3069,145,N,N,N,N
15:03:13,1,36:f7:e9:0c:86:ad,1,3074,145,N,N,N,N
15:03:17,1,36:f7:e9:0c:86:ad,1,3081,145,N,N,N,N
15:03:21,1,36:f7:e9:0c:86:ad,1,3086,145,N,N,N,N
15:03:25,1,36:f7:e9:0c:86:ad,1,3093,145,N,N,N,N
15:03:29,1,36:f7:e9:0c:86:ad,1,3098,145,N,N,N,N
15:03:34,1,36:f7:e9:0c:86:ad,1,3105,145,N,N,N,N
15:03:38,1,36:f7:e9:0c:86:ad,1,3110,145,N,N,N,N
15:03:42,1,36:f7:e9:0c:86:ad,1,3117,145,N,N,N,N
15:03:46,1,36:f7:e9:0c:86:ad,1,3122,145,N,N,N,N
15:03:50,1,36:f7:e9:0c:86:ad,1,3129,145,N,N,N,N
15:03:54,1,36:f7:e9:0c:86:ad,1,3134,145,N,N,N,N
15:03:58,1,36:f7:e9:0c:86:ad,1,3141,145,N,N,N,N
15:04:02,1,36:f7:e9:0c:86:ad,1,3146,145,N,N,N,N
15:04:06,1,36:f7:e9:0c:86:ad,1,3153,145,N,N,N,N
15:04:10,1,36:f7:e9:0c:86:ad,1,3158,145,N,N,N,N
15:04:14,1,36:f7:e9:0c:86:ad,1,3165,145,N,N,N,N
15:04:18,1,36:f7:e9:0c:86:ad,1,3170,145,N,N,N,N
15:04:22,1,36:f7:e9:0c:86:ad,1,3177,145,N,N,N,N
15:04:26,1,36:f7:e9:0c:86:ad,1,3182,145,N,N,N,N
15:04:30,1,36:f7:e9:0c:86:ad,1,3189,145,N,N,N,N
15:04:34,1,36:f7:e9:0c:86:ad,1,3194,145,N,N,N,N
15:04:38,1,36:f7:e9:0c:86:ad,1,3201,145,N,N,N,N
15:04:42,1,36:f7:e9:0c:86:ad,1,3206,145,N,N,N,N
15:04:46,1,36:f7:e9:0c:86:ad,1,3213,145,N,N,N,N
15:04:50,1,36:f7:e9:0c:86:ad,1,3218,145,N,N,N,N
15:04:54,1,36:f7:e9:0c:86:ad,1,3225,145,N,N,N,N
15:04:58,1,36:f7:e9:0c:86:ad,1,3230,145,N,N,N,N
15:05:02,1,36:f7:e9:0c:86:ad,1,3237,145,N,N,N,N
15:05:06,1,36:f7:e9:0c:86:ad,1,3242,145,N,N,N,N
15:05:11,1,36:f7:e9:0c:86:ad,1,3249,145,N,N,N,N
15:05:15,1,36:f7:e9:0c:86:ad,1,3254,145,N,N,N,N
15:05:19,1,36:f7:e9:0c:86:ad,1,3261,145,N,N,N,N
15:05:23,1,36:f7:e9:0c:86:ad,1,3266,145,N,N,N,N
15:05:27,1,36:f7:e9:0c:86:ad,1,3272,145,N,N,N,N
15:05:31,1,36:f7:e9:0c:86:ad,1,3278,145,N,N,N,N
15:05:35,1,36:f7:e9:0c:86:ad,1,3284,145,N,N,N,N
15:05:39,1,36:f7:e9:0c:86:ad,1,3290,145,N,N,N,N
15:05:43,1,36:f7:e9:0c:86:ad,1,3296,145,N,N,N,N
15:05:47,1,36:f7:e9:0c:86:ad,1,3302,145,N,N,N,N
15:05:51,1,36:f7:e9:0c:86:ad,1,3308,145,N,N,N,N
15:05:55,1,36:f7:e9:0c:86:ad,1,3314,145,N,N,N,N
15:05:59,1,36:f7:e9:0c:86:ad,1,3320,145,N,N,N,N
15:06:03,1,36:f7:e9:0c:86:ad,1,3327,145,N,N,N,N
15:06:07,1,36:f7:e9:0c:86:ad,1,3332,145,N,N,N,N
15:06:11,1,36:f7:e9:0c:86:ad,1,3339,145,N,N,N,N
15:06:15,1,36:f7:e9:0c:86:ad,1,3344,145,N,N,N,N
15:06:19,1,36:f7:e9:0c:86:ad,1,3351,145,N,N,N,N
15:06:23,1,36:f7:e9:0c:86:ad,1,3356,145,N,N,N,N
15:06:27,1,36:f7:e9:0c:86:ad,1,3363,145,N,N,N,N
15:06:31,1,36:f7:e9:0c:86:ad,1,3368,145,N,N,N,N
15:06:35,1,36:f7:e9:0c:86:ad,1,3375,145,N,N,N,N
15:06:39,1,36:f7:e9:0c:86:ad,1,3380,145,N,N,N,N
15:06:44,1,36:f7:e9:0c:86:ad,1,3387,145,N,N,N,N
15:06:48,1,36:f7:e9:0c:86:ad,1,3392,145,N,N,N,N
15:06:52,1,36:f7:e9:0c:86:ad,1,3399,145,N,N,N,N
15:06:56,1,36:f7:e9:0c:86:ad,1,3404,145,N,N,N,N
15:07:00,1,36:f7:e9:0c:86:ad,1,3411,145,N,N,N,N
15:07:04,1,36:f7:e9:0c:86:ad,1,3416,145,N,N,N,N
15:07:08,1,36:f7:e9:0c:86:ad,1,3423,145,N,N,N,N
15:07:12,1,36:f7:e9:0c:86:ad,1,3428,145,N,N,N,N
15:07:16,1,36:f7:e9:0c:86:ad,1,3435,145,N,N,N,N
15:07:20,1,36:f7:e9:0c:86:ad,1,3440,145,N,N,N,N
15:07:24,1,36:f7:e9:0c:86:ad,1,3447,145,N,N,N,N
15:07:28,1,36:f7:e9:0c:86:ad,1,3452,145,N,N,N,N
15:07:32,1,36:f7:e9:0c:86:ad,1,3459,145,N,N,N,N
15:07:36,1,36:f7:e9:0c:86:ad,1,3464,145,N,N,N,N
15:07:40,1,36:f7:e9:0c:86:ad,1,3471,145,N,N,N,N
15:07:44,1,36:f7:e9:0c:86:ad,1,3476,145,N,N,N,N
15:07:48,1,36:f7:e9:0c:86:ad,1,3483,146,N,N,N,N
15:07:52,1,36:f7:e9:0c:86:ad,1,3488,146,N,N,N,N
15:07:56,1,36:f7:e9:0c:86:ad,1,3495,146,N,N,N,N
15:08:00,1,36:f7:e9:0c:86:ad,1,3500,146,N,N,N,N
15:08:04,1,36:f7:e9:0c:86:ad,1,3507,146,N,N,N,N
15:08:08,1,36:f7:e9:0c:86:ad,1,3512,146,N,N,N,N
15:08:12,1,36:f7:e9:0c:86:ad,1,3519,146,N,N,N,N
15:08:17,1,36:f7:e9:0c:86:ad,1,3524,146,N,N,N,N
15:08:21,1,36:f7:e9:0c:86:ad,1,3531,146,N,N,N,N
15:08:25,1,36:f7:e9:0c:86:ad,1,3536,146,N,N,N,N
15:08:29,1,36:f7:e9:0c:86:ad,1,3543,146,N,N,N,N
15:08:33,1,36:f7:e9:0c:86:ad,1,3548,146,N,N,N,N
15:08:37,1,36:f7:e9:0c:86:ad,1,3555,146,N,N,N,N
15:08:41,1,36:f7:e9:0c:86:ad,1,3560,146,N,N,N,N
15:08:45,1,36:f7:e9:0c:86:ad,1,3567,146,N,N,N,N
15:08:49,1,36:f7:e9:0c:86:ad,1,3572,146,N,N,N,N
15:08:53,1,36:f7:e9:0c:86:ad,1,3579,146,N,N,N,N
15:08:57,1,36:f7:e9:0c:86:ad,1,3584,146,N,N,N,N
15:09:01,1,36:f7:e9:0c:86:ad,1,3591,146,N,N,N,N
15:09:05,1,36:f7:e9:0c:86:ad,1,3596,146,N,N,N,N
15:09:09,1,36:f7:e9:0c:86:ad,1,3603,146,N,N,N,N
15:09:13,1,36:f7:e9:0c:86:ad,1,3608,146,N,N,N,N
15:09:17,1,36:f7:e9:0c:86:ad,1,3615,146,N,N,N,N
15:09:21,1,36:f7:e9:0c:86:ad,1,3620,146,N,N,N,N
15:09:25,1,36:f7:e9:0c:86:ad,1,3627,146,N,N,N,N
15:09:29,1,36:f7:e9:0c:86:ad,1,3632,146,N,N,N,N
15:09:33,1,36:f7:e9:0c:86:ad,1,3639,146,N,N,N,N
15:09:37,1,36:f7:e9:0c:86:ad,1,3644,146,N,N,N,N
15:09:41,1,36:f7:e9:0c:86:ad,1,3651,146,N,N,N,N
15:09:45,1,36:f7:e9:0c:86:ad,1,3656,146,N,N,N,N
15:09:49,1,36:f7:e9:0c:86:ad,1,3663,146,N,N,N,N
15:09:54,1,36:f7:e9:0c:86:ad,1,3668,146,N,N,N,N
15:09:58,1,36:f7:e9:0c:86:ad,1,3675,146,N,N,N,N
15:10:02,1,36:f7:e9:0c:86:ad,1,3680,146,N,N,N,N
15:10:06,1,36:f7:e9:0c:86:ad,1,3687,146,N,N,N,N
15:10:10,1,36:f7:e9:0c:86:ad,1,3692,146,N,N,N,N
15:10:14,1,36:f7:e9:0c:86:ad,1,3699,146,N,N,N,N
15:10:18,1,36:f7:e9:0c:86:ad,1,3704,146,N,N,N,N
15:10:22,1,36:f7:e9:0c:86:ad,1,3711,146,N,N,N,N
15:10:26,1,36:f7:e9:0c:86:ad,1,3716,146,N,N,N,N
15:10:30,1,36:f7:e9:0c:86:ad,1,3723,146,N,N,N,N
15:10:34,1,36:f7:e9:0c:86:ad,1,3728,146,N,N,N,N
15:10:38,1,36:f7:e9:0c:86:ad,1,3735,146,N,N,N,N
15:10:42,1,36:f7:e9:0c:86:ad,1,3740,146,N,N,N,N
15:10:46,1,36:f7:e9:0c:86:ad,1,3747,146,N,N,N,N
15:10:50,1,36:f7:e9:0c:86:ad,1,3752,146,N,N,N,N
15:10:54,1,36:f7:e9:0c:86:ad,1,3759,146,N,N,N,N
15:10:58,1,36:f7:e9:0c:86:ad,1,3764,146,N,N,N,N
15:11:02,1,36:f7:e9:0c:86:ad,1,3771,146,N,N,N,N
15:11:06,1,36:f7:e9:0c:86:ad,1,3776,146,N,N,N,N
15:11:10,1,36:f7:e9:0c:86:ad,1,3783,146,N,N,N,N
15:11:14,1,36:f7:e9:0c:86:ad,1,3788,146,N,N,N,N
15:11:18,1,36:f7:e9:0c:86:ad,1,3795,146,N,N,N,N
15:11:22,1,36:f7:e9:0c:86:ad,1,3800,146,N,N,N,N
15:11:26,1,36:f7:e9:0c:86:ad,1,3807,146,N,N,N,N
15:11:31,1,36:f7:e9:0c:86:ad,1,3812,146,N,N,N,N
15:11:35,1,36:f7:e9:0c:86:ad,1,3818,146,N,N,N,N
15:11:39,1,36:f7:e9:0c:86:ad,1,3824,146,N,N,N,N
15:11:43,1,36:f7:e9:0c:86:ad,1,3830,146,N,N,N,N
15:11:47,1,36:f7:e9:0c:86:ad,1,3836,146,N,N,N,N
15:11:51,1,36:f7:e9:0c:86:ad,1,3842,146,N,N,N,N
15:11:55,1,36:f7:e9:0c:86:ad,1,3848,146,N,N,N,N
15:11:59,1,36:f7:e9:0c:86:ad,1,3854,146,N,N,N,N
15:12:03,1,36:f7:e9:0c:86:ad,1,3861,146,N,N,N,N
15:12:07,1,36:f7:e9:0c:86:ad,1,3866,146,N,N,N,N
15:12:11,1,36:f7:e9:0c:86:ad,1,3873,146,N,N,N,N
15:12:15,1,36:f7:e9:0c:86:ad,1,3878,146,N,N,N,N
15:12:19,1,36:f7:e9:0c:86:ad,1,3885,146,N,N,N,N
15:12:23,1,36:f7:e9:0c:86:ad,1,3890,146,N,N,N,N
15:12:27,1,36:f7:e9:0c:86:ad,1,3897,146,N,N,N,N
15:12:31,1,36:f7:e9:0c:86:ad,1,3902,146,N,N,N,N
15:12:35,1,36:f7:e9:0c:86:ad,1,3909,146,N,N,N,N
15:12:39,1,36:f7:e9:0c:86:ad,1,3914,146,N,N,N,N
15:12:43,1,36:f7:e9:0c:86:ad,1,3921,146,N,N,N,N
15:12:47,1,36:f7:e9:0c:86:ad,1,3926,146,N,N,N,N
15:12:51,1,36:f7:e9:0c:86:ad,1,3933,146,N,N,N,N
15:12:55,1,36:f7:e9:0c:86:ad,1,3938,146,N,N,N,N
15:12:59,1,36:f7:e9:0c:86:ad,1,3945,146,N,N,N,N
15:13:03,1,36:f7:e9:0c:86:ad,1,3950,146,N,N,N,N
15:13:08,1,36:f7:e9:0c:86:ad,1,3957,146,N,N,N,N
15:13:12,1,36:f7:e9:0c:86:ad,1,3962,146,N,N,N,N
15:13:16,1,36:f7:e9:0c:86:ad,1,3969,146,N,N,N,N
15:13:20,1,36:f7:e9:0c:86:ad,1,3974,146,N,N,N,N
15:13:24,1,36:f7:e9:0c:86:ad,1,3981,146,N,N,N,N
15:13:28,1,36:f7:e9:0c:86:ad,1,3986,146,N,N,N,N
15:13:32,1,36:f7:e9:0c:86:ad,1,3993,146,N,N,N,N
15:13:36,1,36:f7:e9:0c:86:ad,1,3998,146,N,N,N,N
15:13:40,1,36:f7:e9:0c:86:ad,1,4005,146,N,N,N,N
15:13:44,1,36:f7:e9:0c:86:ad,1,4010,146,N,N,N,N
15:13:48,1,36:f7:e9:0c:86:ad,1,4017,146,N,N,N,N
15:13:52,1,36:f7:e9:0c:86:ad,1,4022,146,N,N,N,N
15:13:56,1,36:f7:e9:0c:86:ad,1,4029,146,N,N,N,N
15:14:00,1,36:f7:e9:0c:86:ad,1,4034,146,N,N,N,N
15:14:04,1,36:f7:e9:0c:86:ad,1,4041,146,N,N,N,N
15:14:08,1,36:f7:e9:0c:86:ad,1,4046,146,N,N,N,N
15:14:12,1,36:f7:e9:0c:86:ad,1,4053,146,N,N,N,N
15:14:16,1,36:f7:e9:0c:86:ad,1,4058,146,N,N,N,N
15:14:20,1,36:f7:e9:0c:86:ad,1,4065,146,N,N,N,N
15:14:24,1,36:f7:e9:0c:86:ad,1,4070,146,N,N,N,N
15:14:28,1,36:f7:e9:0c:86:ad,1,4077,146,N,N,N,N
15:14:32,1,36:f7:e9:0c:86:ad,1,4082,146,N,N,N,N
15:14:36,1,36:f7:e9:0c:86:ad,1,4089,146,N,N,N,N
15:14:40,1,36:f7:e9:0c:86:ad,1,4094,146,N,N,N,N
15:14:45,1,36:f7:e9:0c:86:ad,1,4101,146,N,N,N,N
15:14:49,1,36:f7:e9:0c:86:ad,1,4106,146,N,N,N,N
15:14:53,1,36:f7:e9:0c:86:ad,1,4113,146,N,N,N,N
15:14:57,1,36:f7:e9:0c:86:ad,1,4118,146,N,N,N,N
15:15:01,1,36:f7:e9:0c:86:ad,1,4125,146,N,N,N,N
15:15:05,1,36:f7:e9:0c:86:ad,1,4130,146,N,N,N,N
15:15:09,1,36:f7:e9:0c:86:ad,1,4137,146,N,N,N,N
15:15:13,1,36:f7:e9:0c:86:ad,1,4142,146,N,N,N,N
15:15:17,1,36:f7:e9:0c:86:ad,1,4149,146,N,N,N,N

================ summary ================
window                 : 45 min requested; 2696s covered in 668 samples
gadget re-enumerations : 0
reachable              : 0.1% of the time (4s of 2696s)
longest reachable run  : 4s
ssh port 22 open       : 0.0% of samples (0)
status page 8080       : 0.0% of samples (0)

baseline to beat (v63, 36 min — docs/ubuntu-touch/26-gadget-reassert-every-2-minutes.md):
  16 gadget re-enumerations at a ~118 s cadence; 2 pings reached the device
csv                    : /mnt/data/zl1-bb10/tmp-clean-20260918T143021Z.csv
